"UserID","UserStatus","UserStartDate","Gender","BirthDate","EducationName","AssetName","CampaignDescription","SegmentName","GenderPreference","IncomeLevelName","UserNumberofMarriages","UserChildren","UserSmoke","Promotion","PPR","LocaleSite","TransactionAmount","City","ZipCode","State","country"
"55366293","Active","2013-12-31","Female","1977-03-31","Masters","unknown","unknown","Default Segment","Male","$20000 to $40000","0","0","2","unknown","Basic PPR",".AU","0","Sydney","2165","New South Wales","Australia  "
"55366294","Incomplete","2013-12-31","Male","1991-03-20","unknown","ehc016","unknown","Default Segment","Female","$0","0","0","2","unknown","Basic PPR",".AU","0","victoria","2023","New South Wales","Australia  "
"55366295","Closed","2013-12-31","Female","1990-12-31","Bachelors","unknown","unknown","Default Segment","Male","Less than $20000","0","0","2","unknown","Basic PPR",".COM","0","Tokyo","60187","unknown","Indonesia  "
"55366296","New","2013-12-31","Male","1900-01-01","unknown","ehc016","unknown","Default Segment","Female","unknown","0","0","2","unknown","Basic PPR",".COM","0","unknown","33830","Florida","United States"
"55366297","Incomplete","2013-12-31","Male","1988-03-18","unknown","unknown","unknown","Default Segment","Female","unknown","0","0","2","unknown","Basic PPR",".COM","0","unknown","11370","New York","United States"
"55366298","New","2013-12-31","Male","1900-01-01","unknown","ehc016","unknown","Default Segment","Male","unknown","0","0","2","unknown","Basic PPR",".CP","0","unknown","08609","New Jersey","United States"
"55366299","Active","2013-12-31","Male","1970-07-29","Some college","ehc017","unknown","Default Segment","Female","$40000 to $60000","2","4","2","unknown","Basic PPR",".COM","0","london","72847","Arkansas","United States"
"55366300","Active","2013-12-31","Male","1965-03-01","Masters","ehc017","unknown","Default Segment","Female","$125000 to $250000","1","0","2","unknown","Basic PPR",".COM","0","Queens","11365","New York","United States"
"55366301","Incomplete","2013-12-31","Female","1987-11-16","unknown","ehc017","unknown","Default Segment","Male","unknown","0","0","2","unknown","Basic PPR",".COM","0","90047","90047","California","United States"
"55366302","New","2013-12-31","Female","1900-01-01","unknown","unknown","unknown","Default Segment","Male","unknown","0","0","2","unknown","unknown",".CA","0","unknown","N1T 1J7","Ontario","Canada  "
"55366303","Incomplete","2013-12-31","Male","1958-12-08","unknown","g50   ","unknown","Default Segment","Female","unknown","1","1","2","unknown","Basic PPR",".COM","0","United state","28523","North Carolina","United States"
"55366304","Active","2013-12-31","Male","1993-11-12","High School","ehc017","unknown","Default Segment","Female","Less than $20000","0","0","2","unknown","Basic PPR",".COM","0","Rutland","05701","Vermont","United States"
"55366305","Incomplete","2013-12-31","Female","1983-01-28","unknown","ehc017","unknown","Default Segment","Male","unknown","0","0","2","unknown","Basic PPR",".COM","0","Boise","83705","Idaho","United States"
"55366306","New","2013-12-31","Male","1900-01-01","unknown","ehc016","unknown","Default Segment","Female","unknown","0","0","2","unknown","unknown",".COM","0","unknown","84003","Utah","United States"
"55366307","UnableToMatch","2013-12-31","Female","1999-12-29","unknown","unknown","unknown","Default Segment","Male","unknown","0","0","2","unknown","Basic PPR",".COM","0","Rexburg ID","83440","Idaho","United States"
"55366308","Closed","2013-12-31","Female","1984-09-06","Masters","ehc016","unknown","Default Segment","Male","$40000 to $60000","1","0","2","unknown","Basic PPR",".COM","0","Atlanta","30324","Georgia","United States"
"55366309","Active","2013-12-31","Female","1995-05-07","Associates","ehc016","unknown","Default Segment","Male","Less than $20000","0","0","2","unknown","Basic PPR",".COM","0","felton delaware","19943","Delaware","United States"
"55366310","Active","2013-12-31","Male","1994-08-17","Some college","unknown","unknown","Default Segment","Female","Less than $20000","0","0","2","unknown","Basic PPR",".COM","0","brawley","92243","California","United States"
"55366311","Active","2013-12-31","Female","1971-08-27","Bachelors","ehc016","unknown","Default Segment","Male","$20000 to $40000","0","0","2","unknown","Basic PPR",".AU","0","mildura","3500","Victoria","Australia  "
"55366312","Active","2013-12-31","Male","1983-08-03","Masters","ehc016","unknown","Default Segment","Female","$40000 to $60000","0","0","2","unknown","Basic PPR",".AU","0","ellenbrook","6069","Western Australia","Australia  "
"55366313","Expired","2013-12-31","Female","1966-09-28","unknown","ehc016","unknown","Default Segment","Male","$40000 to $60000","0","2","2","unknown","Basic PPR",".AU","20.85","Nambucca Heads","2448","New South Wales","Australia  "
"55366314","Closed","2013-12-31","Male","1981-08-23","Some college","ehc017","unknown","Default Segment","Female","$60000 to $125000","0","0","2","unknown","Basic PPR",".COM","59.95","Santa Ana","92704","California","United States"
"55366315","UnableToMatch","2013-12-31","Male","1997-12-27","unknown","ehc017","unknown","Default Segment","Female","unknown","0","0","2","unknown","Basic PPR",".COM","0","conroe","77302","Texas","United States"
"55366316","New","2013-12-31","Female","1900-01-01","unknown","ehc017","unknown","Default Segment","Male","unknown","0","0","2","unknown","unknown",".COM","0","unknown","99633","Alaska","United States"
"55366317","Active","2013-12-31","Male","1988-07-22","High School","unknown","unknown","Default Segment","Female","$20000 to $40000","0","0","2","unknown","Basic PPR",".COM","0","Cheyenne","82009","Wyoming","United States"
"55366318","Active","2013-12-31","Male","1990-06-09","Bachelors","ehc017","unknown","Default Segment","Female","$60000 to $125000","0","0","2","unknown","Basic PPR",".CA","0","Montréal","H4L 3R2","Quebec","Canada  "
"55366319","Active","2013-12-31","Female","1960-10-30","Some college","ehc016","unknown","Default Segment","Male","Less than $20000","1","4","2","unknown","Basic PPR",".COM","0","Hialeah Fl","33016","Florida","United States"
"55366320","Active","2013-12-31","Female","1981-03-05","High School","unknown","unknown","Default Segment","Male","$40000 to $60000","0","2","2","unknown","Basic PPR",".COM","0","Boise","83714","Idaho","United States"
"55366321","New","2013-12-31","Male","1900-01-01","unknown","ehc016","unknown","Default Segment","Female","unknown","0","0","2","unknown","Basic PPR",".COM","0","unknown","00791","unknown","Nigeria  "
"55366322","Incomplete","2013-12-31","Male","1970-05-18","unknown","ehc017","unknown","Default Segment","Female","unknown","0","2","2","unknown","Basic PPR",".COM","0","Maryland","21117","Maryland","United States"
"55366323","Incomplete","2013-12-31","Male","1990-08-11","unknown","ehc016","unknown","Default Segment","Female","unknown","0","0","2","unknown","Basic PPR",".COM","0","shenzhen","0086","unknown","China  "
"55366324","Active","2013-12-31","Male","1990-04-26","Bachelors","ehc016","unknown","Default Segment","Male","$20000 to $40000","0","0","2","unknown","Basic PPR",".CP","0","Mexico DF","04340","unknown","Mexico  "
"55366325","Incomplete","2013-12-31","Female","1990-03-19","unknown","unknown","unknown","Default Segment","Male","unknown","0","3","2","unknown","Basic PPR",".COM","0","Fontana","92336","California","United States"
"55366326","New","2013-12-31","Female","1900-01-01","unknown","unknown","unknown","Default Segment","Male","unknown","0","0","2","unknown","Basic PPR",".COM","0","unknown","00000","unknown","China  "
"55366327","Active","2013-12-31","Female","1962-07-26","Associates","ehc017","unknown","Default Segment","Male","$60000 to $125000","1","2","2","unknown","Basic PPR",".COM","0","Newport beach","92660","California","United States"
"55366328","Active","2013-12-31","Female","1972-11-16","Some college","ehc017","unknown","Default Segment","Male","$20000 to $40000","0","3","2","unknown","Basic PPR",".COM","0","Stratford","06615","Connecticut","United States"
"55366329","Married","2013-12-31","Female","1967-04-14","unknown","ehc017","unknown","Default Segment","Male","unknown","1","1","2","unknown","Basic PPR",".COM","0","Fremont","94536","California","United States"
"55366330","UnableToMatch","2013-12-31","Male","1987-12-31","High School","160   ","unknown","Default Segment","Female","$40000 to $60000","0","0","2","unknown","Basic PPR",".COM","0","sterling highs","48310","Michigan","United States"
"55366331","Active","2013-12-31","Female","1961-06-22","High School","ehc016","unknown","Default Segment","Male","$20000 to $40000","1","4","2","unknown","Basic PPR",".AU","0","Wimmera","3401","Victoria","Australia  "
"55366332","Closed","2013-12-31","Male","1993-08-18","Some college","ehc016","unknown","Default Segment","Female","Less than $20000","0","0","2","unknown","Basic PPR",".COM","0","Brooklyn","11238","New York","United States"
"55366823","Incomplete","2013-12-31","Female","1946-02-06","unknown","ehc016","unknown","Default Segment","Male","unknown","1","2","2","unknown","Basic PPR",".AU","0","SYDNEY","2035","New South Wales","Australia  "
"55366824","Active","2013-12-31","Female","1983-06-30","Masters","ehc016","unknown","Default Segment","Male","$20000 to $40000","0","0","2","unknown","Basic PPR",".AU","0","Scoresby","3179","Victoria","Australia  "
"55366825","Married","2013-12-31","Male","1980-06-29","unknown","ehc024","unknown","Default Segment","Female","unknown","1","4","2","unknown","Basic PPR",".COM","0","Montgomery","60505","Illinois","United States"
"55366826","Closed","2013-12-31","Female","1982-03-30","Bachelors","ehc017","unknown","Default Segment","Male","Less than $20000","0","0","2","unknown","Basic PPR",".CA","0","Fredericton","E3B 4K4","New Brunswick","Canada  "
"55366827","Closed","2013-12-31","Male","1983-10-25","Associates","unknown","unknown","Default Segment","Female","$20000 to $40000","0","0","2","unknown","Basic PPR",".UK","0","Llandudno","LL301HZ","unknown","United Kingdom  "
"55366828","Incomplete","2013-12-31","Female","1986-11-03","unknown","ehc016","unknown","Default Segment","Female","unknown","0","0","2","unknown","Basic PPR",".CP","0","sacramento","95838","California","United States"
"55366829","Active","2013-12-31","Female","1983-11-08","Bachelors","unknown","unknown","Default Segment","Male","$20000 to $40000","0","0","2","unknown","Basic PPR",".COM","0","natchitoches","71457","Louisiana","United States"
"55366830","New","2013-12-31","Female","1900-01-01","unknown","unknown","unknown","Default Segment","Male","unknown","0","0","2","unknown","unknown",".CA","0","unknown","L6X 4J3","Ontario","Canada  "
"55366831","Active","2013-12-31","Female","1985-05-25","Bachelors","ehc016","unknown","Default Segment","Male","$60000 to $125000","0","0","2","unknown","Basic PPR",".COM","0","Philadelphia","19130","Pennsylvania","United States"
"55366832","Active","2013-12-31","Female","1959-03-10","Some college","unknown","unknown","Default Segment","Male","$40000 to $60000","2","1","2","unknown","Basic PPR",".COM","0","Newport beach","92661","California","United States"
"55367029","New","2013-12-31","Male","1900-01-01","unknown","ehc017","unknown","Default Segment","Female","unknown","0","0","2","unknown","unknown",".COM","0","unknown","78552","Texas","United States"
"55367030","Incomplete","2013-12-31","Female","1986-08-21","unknown","ove042","unknown","Default Segment","Male","unknown","0","2","2","unknown","Basic PPR",".COM","0","Ruston","71270","Louisiana","United States"
"55367031","Married","2013-12-31","Female","1956-08-02","unknown","ehc017","unknown","Default Segment","Male","unknown","2","4","2","unknown","Basic PPR",".COM","0","Honolulu","96825","Hawaii","United States"
"55367032","Expired","2013-12-31","Female","1987-02-18","unknown","ehc016","unknown","Default Segment","Male","$40000 to $60000","0","0","2","unknown","Premium PPR",".AU","239.4","red hill","4059","Queensland","Australia  "
"55367033","Married","2013-12-31","Female","1978-05-11","unknown","ehc016","unknown","Default Segment","Male","unknown","1","2","2","unknown","Basic PPR",".AU","0","Perth","6017","Western Australia","Australia  "
"55367034","Expired","2013-12-31","Female","1972-09-23","unknown","ehc016","unknown","Default Segment","Male","$40000 to $60000","1","0","2","unknown","Premium PPR",".AU","292.18","Neutral Bay","2089","New South Wales","Australia  "
"55367035","Active","2013-12-31","Female","1965-04-02","Bachelors","unknown","unknown","Default Segment","Male","$20000 to $40000","1","2","2","unknown","Basic PPR",".COM","0","chiapas","29020","unknown","Mexico  "
"55367036","Fitness failure","2013-12-31","Female","1980-12-01","Bachelors","unknown","unknown","Default Segment","Male","$125000 to $250000","1","0","2","unknown","Basic PPR",".COM","0","Coast","97420","Oregon","United States"
"55367037","Active","2013-12-31","Female","1968-10-01","High School","ehc017","unknown","Default Segment","Male","$40000 to $60000","2","2","2","unknown","Basic PPR",".COM","0","glendora","91741","California","United States"
"55367038","Active","2013-12-31","Female","1987-07-09","Some college","ehc017","unknown","Default Segment","Male","$20000 to $40000","0","3","2","unknown","Basic PPR",".COM","0","Chester","31012","Georgia","United States"
"55367039","Married","2013-12-31","Male","1978-12-16","unknown","ehc017","unknown","Default Segment","Female","unknown","1","3","2","unknown","Basic PPR",".COM","0","Dudley","01571","Massachusetts","United States"
"55367040","Expired","2013-12-31","Female","1958-10-15","unknown","ehc016","unknown","Default Segment","Male","$0","1","6","2","unknown","Premium PPR",".AU","167.4","Wendouree","3355","Victoria","Australia  "
"55367041","New","2013-12-31","Female","1900-01-01","unknown","ehc016","unknown","Default Segment","Male","unknown","0","0","2","unknown","unknown",".COM","0","unknown","78405","Texas","United States"
"55367042","Incomplete","2013-12-31","Male","1987-05-22","unknown","g50   ","unknown","Default Segment","Female","unknown","0","0","2","unknown","Basic PPR",".COM","0","hammond","70403","Louisiana","United States"
"55367043","Closed","2013-12-31","Female","1981-05-25","Some college","ehc017","unknown","Default Segment","Male","$20000 to $40000","1","2","2","unknown","Basic PPR",".COM","0","Hermiston","97875","Oregon","United States"
"55367044","Active","2013-12-31","Female","1982-02-24","High School","ehc016","unknown","Default Segment","Male","Less than $20000","0","0","2","unknown","Basic PPR",".COM","0","china","90036","California","United States"
"55367045","Closed","2013-12-31","Female","1955-05-18","Did not complete High School","ehc016","unknown","Default Segment","Male","Less than $20000","1","2","2","unknown","Basic PPR",".AU","0","sunbury","3430","Victoria","Australia  "
"55367046","Active","2013-12-31","Female","1970-11-15","Bachelors","ehc016","unknown","Default Segment","Male","$60000 to $125000","1","0","2","unknown","Basic PPR",".COM","0","San Marcos","78666","Texas","United States"
"55367047","Married","2013-12-31","Male","1966-04-05","unknown","g50   ","unknown","Default Segment","Female","unknown","1","2","2","unknown","Basic PPR",".COM","0","omaha","68137","Nebraska","United States"
"55367048","Closed","2013-12-31","Female","1973-06-06","Bachelors","ehc017","unknown","Default Segment","Male","$40000 to $60000","1","1","2","unknown","Basic PPR",".COM","0","Hanapepe","96716","Hawaii","United States"
"55367049","Active","2013-12-31","Male","1964-12-24","Bachelors","ehc016","unknown","Default Segment","Female","$60000 to $125000","2","2","2","unknown","Basic PPR",".COM","0","Woodbridge","22192","Virginia","United States"
"55367050","Active","2013-12-31","Male","1992-05-14","High School","ehc017","unknown","Default Segment","Female","Less than $20000","0","0","2","unknown","Basic PPR",".COM","0","Federal Heights","80260","Colorado","United States"
"55367051","UnableToMatch","2013-12-31","Male","1995-09-29","High School","unknown","unknown","Default Segment","Female","$20000 to $40000","0","0","2","unknown","Basic PPR",".COM","0","Kansas City","66111","Kansas","United States"
"55367052","New","2013-12-31","Male","1900-01-01","unknown","unknown","unknown","Default Segment","Female","unknown","0","0","2","unknown","Basic PPR",".COM","0","unknown","00000","unknown","Albania  "
"55367053","Subscriber","2013-12-31","Male","1992-09-05","High School","ehc017","unknown","Default Segment","Female","$20000 to $40000","1","0","2","unknown","Basic PPR",".COM","309.7","Honolulu","96817","Kentucky","United States"
"55367054","Active","2013-12-31","Female","1980-03-01","Bachelors","ehc017","unknown","Default Segment","Male","Less than $20000","0","0","2","unknown","Basic PPR",".COM","0","Los Angeles","90024","California","United States"
"55367055","UnableToMatch","2013-12-31","Male","1998-11-03","unknown","ehc016","unknown","Default Segment","Female","unknown","0","0","2","unknown","Basic PPR",".COM","0","Iowa","52722","Iowa","United States"
"55367056","Expired","2013-12-31","Male","1987-12-10","High School","ehc016","unknown","Default Segment","Female","$20000 to $40000","0","0","2","unknown","Premium PPR",".UK","251.87","ipswich","IP39UD","unknown","United Kingdom  "
"55367057","New","2013-12-31","Male","1900-01-01","unknown","ehc016","unknown","Default Segment","Female","unknown","0","0","2","unknown","Basic PPR",".AU","0","unknown","6000","Western Australia","Australia  "
"55367059","Married","2013-12-31","Female","1966-03-16","unknown","unknown","unknown","Default Segment","Male","unknown","1","4","2","unknown","Basic PPR",".COM","0","oil city pa","16301","Pennsylvania","United States"
"55367060","New","2013-12-31","Male","1900-01-01","unknown","ehc016","unknown","Default Segment","Female","unknown","0","0","2","unknown","Basic PPR",".COM","0","unknown","36701","Alabama","United States"
"55367061","Expired","2013-12-31","Male","1956-12-10","unknown","ehc016","unknown","Default Segment","Female","Less than $20000","1","3","2","unknown","Basic PPR",".AU","35.85","Windale","2306","New South Wales","Australia  "
"55367062","Incomplete","2013-12-31","Female","1971-01-17","Associates","ehc017","unknown","Default Segment","Male","$40000 to $60000","1","6","2","unknown","Basic PPR",".COM","0","philadelphia","19149","Pennsylvania","United States"
"55367063","Active","2013-12-31","Female","1995-10-10","High School","ehc016","unknown","Default Segment","Male","Less than $20000","0","0","2","unknown","Basic PPR",".CA","0","Morinville","T8R 1W1","Alberta","Canada  "
"55367064","Active","2013-12-31","Male","1985-10-13","Some college","ehc016","unknown","Default Segment","Female","$40000 to $60000","1","1","2","unknown","Basic PPR",".COM","0","Miami","33127","Florida","United States"
"55367065","Incomplete","2013-12-31","Female","1956-10-23","unknown","ehc017","unknown","Default Segment","Male","unknown","2","2","2","unknown","Basic PPR",".COM","0","Gilroy","95020","California","United States"
"55367066","Incomplete","2013-12-31","Female","1982-06-11","unknown","unknown","unknown","Default Segment","Male","unknown","1","1","2","unknown","Basic PPR",".UK","0","Surrey","CR52AH","unknown","United Kingdom  "
"55367067","Married","2013-12-31","Male","1971-05-10","unknown","ehc016","unknown","Default Segment","Female","unknown","1","5","2","unknown","Basic PPR",".AU","0","Rockhampton","4701","Queensland","Australia  "
"55367068","Expired","2013-12-31","Male","1981-05-19","Associates","ehc016","unknown","Default Segment","Female","$20000 to $40000","0","0","2","unknown","Basic PPR",".COM","32.84","Spring Valley","91978","California","United States"
"55367069","Incomplete","2013-12-31","Male","1986-12-31","unknown","ehc017","unknown","Default Segment","Female","unknown","0","2","2","unknown","Basic PPR",".CA","0","toronto","M1B 4G7","Ontario","Canada  "
"55367070","New","2013-12-31","Male","1900-01-01","unknown","ehc016","unknown","Default Segment","Female","unknown","0","0","2","unknown","Basic PPR",".COM","0","unknown","61701","Illinois","United States"
"55367071","Active","2013-12-31","Male","1981-12-17","Masters","ehc016","unknown","Default Segment","Female","$60000 to $125000","0","0","2","unknown","Basic PPR",".COM","0","New York","10075","New York","United States"
"55367072","Active","2013-12-31","Female","1985-03-18","Bachelors","ehc016","unknown","Default Segment","Male","$20000 to $40000","0","0","2","unknown","Basic PPR",".AU","0","perth","6060","Western Australia","Australia  "
"55367073","Active","2013-12-31","Male","1991-12-13","Some college","ehc016","unknown","Default Segment","Female","Less than $20000","0","0","2","unknown","Basic PPR",".COM","0","Laplace","70068","Louisiana","United States"
"55367074","Active","2013-12-31","Female","1961-04-28","High School","ehc017","unknown","Default Segment","Male","$20000 to $40000","1","2","2","unknown","Basic PPR",".COM","0","paducah Ky","42001","Kentucky","United States"
"55367075","Active","2013-12-31","Male","1980-12-24","Associates","ehc016","unknown","Default Segment","Female","$40000 to $60000","0","0","2","unknown","Basic PPR",".UK","0","londonderry","BT476UR","unknown","United Kingdom  "
"55367076","Closed","2013-12-31","Female","1992-01-22","Some college","ehc016","unknown","Default Segment","Female","Less than $20000","0","0","2","unknown","Basic PPR",".CP","0","New Orleans","70119","Louisiana","United States"
"55367077","Active","2013-12-31","Female","1967-07-27","Some college","unknown","unknown","Default Segment","Male","Less than $20000","0","1","2","unknown","Basic PPR",".COM","0","Rochester","55904","Minnesota","United States"
"55367078","Active","2013-12-31","Female","1983-10-20","Bachelors","ehc016","unknown","Default Segment","Male","$60000 to $125000","0","0","2","unknown","Basic PPR",".AU","0","Sydney","2043","New South Wales","Australia  "
"55367079","Married","2013-12-31","Male","1965-07-07","unknown","ehc016","unknown","Default Segment","Female","unknown","3","3","2","unknown","Basic PPR",".UK","0","Thame","HP189HW","unknown","United Kingdom  "
"55367080","Closed","2013-12-31","Male","1969-12-31","unknown","ehc016","unknown","Default Segment","Female","$20000 to $40000","2","2","2","unknown","Basic PPR",".AU","0","perth","6021","Western Australia","Australia  "
"55367081","Incomplete","2013-12-31","Male","1993-11-03","unknown","ehc017","unknown","Default Segment","Female","unknown","0","0","2","unknown","Basic PPR",".COM","0","Prescott","86301","Arizona","United States"
"55367082","Expired","2013-12-31","Female","1982-10-27","Some college","ehc016","unknown","Default Segment","Male","$60000 to $125000","0","2","2","unknown","Premium PPR",".COM","1530.82","Cromwell","06416","Connecticut","United States"
"55367083","Active","2013-12-31","Female","1968-12-10","Associates","ehc017","unknown","Default Segment","Male","$20000 to $40000","0","0","2","unknown","Basic PPR",".CA","0","Chilliwack","V2P 7Y8","British Columbia","Canada  "
"55367084","Incomplete","2013-12-31","Male","1978-08-03","unknown","unknown","unknown","Default Segment","Female","unknown","0","0","2","unknown","Basic PPR",".UK","0","unknown","BS233UY","unknown","United Kingdom  "
"55367085","Married","2013-12-31","Male","1972-06-11","unknown","ehc017","unknown","Default Segment","Female","unknown","1","2","2","unknown","Basic PPR",".COM","0","Manhattan","10028","New York","United States"
"55367086","Active","2013-12-31","Female","1948-08-13","Did not complete High School","ehc016","unknown","Default Segment","Male","Less than $20000","1","2","2","unknown","Basic PPR",".AU","0","tewantin","4565","Queensland","Australia  "
"55367087","Active","2013-12-31","Female","1959-06-24","Bachelors","ehc017","unknown","Default Segment","Male","$40000 to $60000","2","2","2","unknown","Basic PPR",".COM","0","richmond","23120","Virginia","United States"
"55367088","Active","2013-12-31","Male","1988-05-21","Some college","unknown","unknown","Default Segment","Female","Less than $20000","0","0","2","unknown","Basic PPR",".COM","0","Erbil","00000","unknown","Iraq  "
"55367089","Incomplete","2013-12-31","Female","1976-10-30","unknown","unknown","unknown","Default Segment","Male","unknown","0","3","2","unknown","Basic PPR",".COM","0","Pittsburgh Pa","15210","Pennsylvania","United States"
"55367090","Incomplete","2013-12-31","Male","1978-10-24","unknown","unknown","unknown","Default Segment","Female","unknown","0","0","2","unknown","Basic PPR",".COM","0","fontana","92235","California","United States"
"55367091","Active","2013-12-31","Female","1957-09-29","Bachelors","ehc016","unknown","Default Segment","Male","$20000 to $40000","2","1","2","unknown","Basic PPR",".UK","0","lancaster","LA13ST","unknown","United Kingdom  "
"55367092","Married","2013-12-31","Male","1978-04-10","unknown","ehc016","unknown","Default Segment","Female","unknown","1","2","2","unknown","Basic PPR",".AU","0","Melbourne","3145","Victoria","Australia  "
"55367094","Closed","2013-12-31","Male","1985-09-24","Bachelors","ehc016","unknown","Default Segment","Female","$125000 to $250000","0","0","2","unknown","Premium PPR",".COM","137.3","concord","94521","California","United States"
"55367096","Incomplete","2013-12-31","Female","1971-10-10","unknown","g03   ","unknown","Default Segment","Male","unknown","0","0","2","unknown","Basic PPR",".UK","0","London","W52PJ","unknown","United Kingdom  "
"55367097","Active","2013-12-31","Female","1968-01-09","Some college","ehc016","unknown","Default Segment","Male","$20000 to $40000","1","3","2","unknown","Basic PPR",".COM","0","Marysville","98271","Washington","United States"
"55367098","Active","2013-12-31","Male","1989-10-27","High School","ehc016","unknown","Default Segment","Female","Less than $20000","0","0","2","unknown","Basic PPR",".COM","0","lemoore","93245","California","United States"
"55367099","New","2013-12-31","Male","1900-01-01","unknown","unknown","unknown","Default Segment","Female","unknown","0","0","2","unknown","Basic PPR",".COM","0","unknown","12332144","unknown","Thailand  "
"55367100","Married","2013-12-31","Female","1965-12-05","unknown","ehc017","unknown","Default Segment","Male","unknown","1","1","2","unknown","Basic PPR",".COM","0","Anaheim hills","92807","California","United States"
"55367101","Active","2013-12-31","Female","1993-02-06","Bachelors","l01   ","unknown","Default Segment","Male","Less than $20000","0","0","2","unknown","Basic PPR",".COM","0","Kathmandu","44600","unknown","Nepal  "
"55367102","UnableToMatch","2013-12-31","Female","1995-11-28","Some college","unknown","unknown","Default Segment","Male","Less than $20000","0","0","2","unknown","Basic PPR",".COM","0","Jakarta","15414","unknown","Indonesia  "
"55367103","New","2013-12-31","Male","1900-01-01","unknown","ehc016","unknown","Default Segment","Male","unknown","0","0","2","unknown","Basic PPR",".CP","0","unknown","75760","Texas","United States"
"55367104","Incomplete","2013-12-31","Male","1975-07-17","unknown","unknown","unknown","Default Segment","Female","unknown","0","0","2","unknown","Basic PPR",".COM","0","springfield","65803","Missouri","United States"
"55367105","New","2013-12-31","Male","1900-01-01","unknown","unknown","unknown","Default Segment","Female","unknown","0","0","2","unknown","Basic PPR",".COM","0","unknown","00000","unknown","Italy  "
"55367106","Expired","2013-12-31","Female","1957-07-24","Bachelors","unknown","unknown","Default Segment","Male","$40000 to $60000","1","2","2","unknown","Basic PPR",".AU","110.85","St Ives","2075","New South Wales","Australia  "
"55367107","Incomplete","2013-12-31","Male","1941-04-30","unknown","g50   ","unknown","Default Segment","Female","unknown","4","2","2","unknown","Basic PPR",".COM","0","blountville","37617","Tennessee","United States"
"55367108","Active","2013-12-31","Male","1992-11-08","Bachelors","ehc017","unknown","Default Segment","Female","Less than $20000","0","0","2","unknown","Basic PPR",".COM","0","coimbatore","641005","unknown","India  "
"55367109","Subscriber","2013-12-31","Female","1986-05-13","Bachelors","unknown","unknown","Default Segment","Male","Less than $20000","0","0","2","unknown","Basic PPR",".COM","83.3","Denton","76210","Texas","United States"
"55367110","UnableToMatch","2013-12-31","Male","1984-03-30","Masters","unknown","unknown","Default Segment","Female","$60000 to $125000","0","0","2","unknown","Basic PPR",".UK","0","Nottingham","NG199QW","unknown","United Kingdom  "
